Scheme,Dataset,N,K,AvgTime_ms,AvgRounds,AvgVolume_Bytes,BlockSize,Access,Self_Access,InitialTime_s
HOTREE,yelp,262144,1,2.29216,3.07876,5.11742e+06,4096,6.40047,0.000343336,64.603
HOTREE,tweets,262144,1,1.65809,2.73343,4.89739e+06,4096,5.59562,6.86672e-05,23.5946
HOTREE,foursquare,262144,1,1.63202,2.47442,4.87962e+06,4096,5.1602,6.86672e-05,20.8086
