Scheme,Dataset,N,K,AvgTime_ms,AvgRounds,AvgVolume_Bytes,BlockSize,Access,Self_Access,InitialTime_s
HOTREE,yelp,262144,1,2.59071,3.4096,6.24397e+06,4096,6.78754,0.000343336,65.686
HOTREE,tweets,262144,1,2.065,3.10135,5.96544e+06,4096,5.97095,0,24.057
HOTREE,foursquare,262144,1,1.93705,2.87983,5.95083e+06,4096,5.6441,6.86672e-05,21.6232
